Category,Physics,Chemistry,Math,Qualified_For_Advanced
General,6,44,32,0
OBC,55,2,29,0
OBC,10,53,35,1
General,60,23,14,0
General,27,-5,41,0
OBC,51,42,52,1
OBC,37,16,-7,0
OBC,36,-8,47,0
OBC,40,25,7,0
OBC,28,41,15,0
General,23,65,65,1
OBC,41,64,28,1
OBC,20,95,24,1
ST,42,74,65,1
OBC,45,23,41,1
General,66,65,37,1
ST,56,49,26,1
OBC,53,62,54,1
OBC,4,35,27,0
OBC,37,46,26,1
SC,58,29,13,1
General,25,45,2,0
General,21,80,59,1
General,42,43,19,0
General,36,23,16,0
General,14,34,58,1
OBC,50,6,23,0
EWS,23,43,20,0
SC,25,28,22,1
ST,6,34,32,1
SC,42,45,22,1
OBC,47,50,34,1
ST,14,38,-1,1
OBC,29,8,43,0
EWS,15,1,16,0
SC,72,28,26,1
General,47,59,20,1
General,29,66,7,0
OBC,60,21,13,1
General,49,58,23,1
OBC,45,31,20,1
OBC,-9,67,5,0
General,53,85,49,1
EWS,27,38,21,0
OBC,53,27,52,1
General,40,-8,0,0
SC,15,27,25,1
SC,58,-3,20,1
EWS,32,70,26,1
OBC,40,62,53,1
General,31,11,46,0
OBC,25,24,17,0
General,27,23,44,0
SC,56,13,23,1
OBC,6,55,32,1
OBC,46,64,48,1
EWS,41,30,3,0
OBC,78,55,19,1
General,0,48,38,0
OBC,58,31,19,1
General,16,50,46,1
OBC,70,45,23,1
SC,42,23,1,1
OBC,40,51,10,1
OBC,39,42,33,1
General,57,73,16,1
ST,21,27,16,1
ST,-10,11,3,0
SC,30,11,32,1
OBC,62,35,61,1
SC,23,61,26,1
OBC,56,79,22,1
OBC,26,33,43,1
OBC,63,39,56,1
General,25,49,33,1
OBC,61,85,52,1
General,74,69,9,1
General,76,100,47,1
SC,65,38,27,1
EWS,11,4,18,0
General,39,57,1,0
OBC,-10,47,32,0
EWS,69,41,35,1
EWS,64,3,13,0
General,19,48,46,1
OBC,48,53,6,1
SC,36,22,12,1
OBC,51,41,49,1
SC,32,43,29,1
SC,30,35,15,1
OBC,29,49,22,1
General,66,35,59,1
General,38,85,58,1
ST,-7,16,36,1
General,31,57,64,1
OBC,7,80,9,1
SC,15,55,10,1
OBC,32,22,24,0
EWS,18,53,39,1
General,26,27,38,0
OBC,39,39,73,1
General,43,66,48,1
EWS,44,65,51,1
SC,45,26,30,1
OBC,0,36,27,0
ST,47,35,55,1
ST,48,24,51,1
General,42,70,60,1
General,53,11,-10,0
General,-2,100,-3,0
OBC,42,17,27,0
ST,23,32,24,1
General,28,66,55,1
General,12,48,38,0
General,9,53,41,0
General,10,73,42,1
EWS,43,34,14,1
EWS,64,11,-6,0
EWS,24,49,16,0
General,63,64,51,1
General,27,34,34,0
SC,62,53,25,1
General,82,52,36,1
General,39,-2,23,0
ST,56,53,24,1
General,26,43,42,1
SC,33,80,-2,1
SC,61,39,62,1
OBC,76,62,46,1
ST,16,38,-7,1
General,18,40,7,0
General,33,58,20,1
General,62,-6,19,0
EWS,40,64,28,1
General,14,59,37,1
OBC,39,39,36,1
OBC,27,61,63,1
OBC,51,42,13,1
ST,16,1,-8,0
General,34,29,37,0
General,10,43,26,0
EWS,24,58,7,0
OBC,14,40,40,1
General,1,33,25,0
SC,24,29,-9,0
OBC,53,42,16,1
OBC,45,37,24,1
General,38,-3,19,0
OBC,35,57,24,1
EWS,51,2,30,0
OBC,32,20,17,0
OBC,31,30,16,0
ST,52,37,19,1
OBC,71,28,37,1
OBC,64,69,14,1
OBC,-3,35,50,0
OBC,30,34,33,1
OBC,16,15,41,0
OBC,-10,38,35,0
General,31,46,38,1
EWS,25,45,15,0
OBC,64,60,36,1
OBC,25,79,68,1
OBC,21,-6,14,0
EWS,37,-10,8,0
OBC,16,45,57,1
General,49,66,40,1
OBC,38,43,29,1
OBC,13,36,48,1
General,18,19,30,0
General,27,52,25,0
General,47,12,22,0
General,31,24,56,1
OBC,44,27,27,1
OBC,55,33,25,1
OBC,39,35,19,1
ST,-10,0,58,1
EWS,5,68,31,1
General,49,31,29,1
SC,20,82,13,1
General,32,0,25,0
General,32,23,34,0
OBC,35,52,69,1
General,4,2,-2,0
EWS,64,56,46,1
EWS,4,55,17,0
OBC,-8,73,47,1
OBC,8,47,20,0
SC,52,41,24,1
OBC,47,66,33,1
OBC,8,-10,31,0
General,35,37,28,0
OBC,28,43,18,0
General,18,26,37,0
General,13,43,49,1
General,33,49,57,1
General,28,15,38,0
SC,67,48,39,1
SC,-10,2,10,0
OBC,41,0,29,0
OBC,-3,0,31,0
General,43,47,32,1
ST,26,28,6,1
OBC,29,30,20,0
General,27,31,33,0
General,54,22,14,0
OBC,36,25,15,0
General,23,30,52,1
ST,49,23,39,1
General,35,31,34,0
General,8,13,47,0
General,69,78,25,1
SC,39,23,18,1
OBC,34,70,36,1
SC,50,62,9,1
General,21,24,67,1
General,68,50,54,1
EWS,11,54,33,1
General,34,50,14,0
OBC,19,32,5,0
SC,39,20,27,1
General,51,24,17,0
OBC,36,57,37,1
General,0,36,33,0
General,-6,48,35,0
OBC,58,48,11,1
EWS,-4,77,28,1
ST,27,28,49,1
General,26,75,20,1
OBC,33,67,29,1
OBC,55,53,-7,1
EWS,74,13,52,1
OBC,6,48,24,0
SC,51,49,23,1
SC,80,30,52,1
General,29,30,24,0
OBC,34,84,4,1
General,25,18,17,0
General,21,35,45,0
OBC,15,-10,26,0
OBC,42,30,44,1
OBC,36,11,15,0
General,2,15,18,0
General,26,12,56,0
General,47,56,33,1
OBC,33,74,12,1
OBC,44,58,31,1
OBC,41,55,31,1
General,29,-10,41,0
SC,51,25,21,1
General,41,31,26,0
ST,30,60,2,1
SC,39,24,44,1
General,35,57,30,1
General,67,53,38,1
OBC,27,37,22,0
OBC,0,46,52,1
General,67,36,6,1
OBC,17,88,13,1
OBC,71,3,28,1
General,31,38,18,0
OBC,50,36,40,1
OBC,-4,22,50,0
SC,34,21,17,1
ST,39,38,16,1
General,38,83,46,1
OBC,33,65,8,1
ST,34,44,5,1
OBC,32,37,31,1
General,41,36,32,1
General,11,95,50,1
General,43,56,19,1
OBC,61,99,5,1
OBC,48,35,26,1
General,20,98,45,1
SC,44,13,33,1
General,50,47,60,1
General,39,0,27,0
OBC,-8,-10,-10,0
OBC,61,32,22,1
SC,18,36,-7,0
General,54,69,18,1
EWS,71,62,30,1
OBC,31,43,48,1
OBC,54,55,22,1
OBC,29,29,44,1
EWS,77,37,29,1
General,45,35,43,1
EWS,33,28,37,1
OBC,61,55,60,1
General,33,19,6,0
General,29,16,72,1
General,44,28,32,0
General,45,24,-8,0
General,14,0,24,0
General,45,27,42,1
General,24,26,29,0
EWS,44,7,27,0
OBC,0,64,17,0
OBC,56,66,14,1
General,51,37,34,1
OBC,29,41,20,1
OBC,49,59,23,1
General,36,34,53,1
General,43,42,48,1
OBC,54,39,42,1
OBC,65,52,25,1
General,45,57,12,1
OBC,39,15,34,0
EWS,27,54,58,1
SC,36,20,26,1
OBC,8,83,21,1
SC,48,44,21,1
General,49,62,47,1
General,32,26,20,0
SC,14,17,42,1
ST,17,29,13,1
General,30,61,6,0
General,41,27,28,0
General,46,16,2,0
OBC,12,40,36,0
General,15,30,37,0
OBC,25,64,24,1
ST,52,57,31,1
General,53,51,-10,0
OBC,58,-5,31,0
General,40,37,51,1
General,20,29,14,0
General,26,47,8,0
SC,20,86,13,1
EWS,21,61,48,1
EWS,30,-7,50,0
EWS,23,29,34,0
General,16,24,27,0
OBC,58,38,5,1
OBC,10,24,18,0
OBC,6,60,11,0
General,10,21,33,0
General,51,58,49,1
General,5,44,25,0
General,-8,42,26,0
General,25,38,31,0
General,23,37,34,0
General,84,54,43,1
General,66,31,14,1
OBC,37,64,54,1
OBC,48,50,0,1
EWS,43,6,47,1
General,31,46,3,0
General,13,-10,73,0
General,34,25,9,0
General,48,28,7,0
EWS,32,42,-6,0
General,11,15,22,0
General,34,-10,54,0
EWS,37,14,11,0
General,27,67,41,1
OBC,56,27,34,1
SC,42,60,43,1
General,50,47,25,1
EWS,83,15,30,1
EWS,21,71,-10,0
EWS,29,35,32,1
General,30,69,48,1
OBC,29,51,23,1
SC,-1,58,41,1
OBC,27,58,19,1
OBC,18,12,29,0
OBC,64,61,16,1
OBC,38,49,-5,0
OBC,10,37,2,0
General,64,27,31,1
General,53,21,12,0
OBC,13,-10,23,0
SC,51,3,25,1
OBC,0,49,-10,0
OBC,21,60,18,1
General,25,35,4,0
OBC,65,-7,35,1
General,25,65,39,1
SC,-6,51,-9,0
General,57,90,43,1
SC,42,20,51,1
SC,35,39,38,1
General,28,61,18,1
EWS,23,28,31,0
OBC,36,55,6,1
General,-10,48,29,0
ST,65,62,58,1
General,15,61,29,1
OBC,28,37,26,1
General,47,57,27,1
SC,29,-10,36,0
General,27,8,43,0
General,10,40,29,0
OBC,27,66,54,1
EWS,14,46,44,1
General,-4,54,2,0
OBC,38,50,15,1
OBC,29,56,33,1
General,14,14,40,0
OBC,49,50,17,1
General,46,56,53,1
SC,51,27,47,1
EWS,37,22,-5,0
ST,19,58,16,1
OBC,71,3,60,1
OBC,10,36,33,0
SC,36,17,-10,0
General,48,16,41,1
OBC,27,60,56,1
General,51,52,25,1
OBC,38,31,32,1
General,26,57,29,1
General,52,21,46,1
SC,43,35,37,1
OBC,38,12,10,0
General,54,47,44,1
OBC,22,33,39,1
SC,4,17,31,0
OBC,41,13,31,0
General,45,5,18,0
General,46,34,18,0
OBC,48,39,1,0
SC,38,5,28,1
General,10,0,40,0
SC,7,37,29,1
ST,22,37,25,1
OBC,39,50,30,1
OBC,29,31,17,0
ST,25,-10,14,0
General,15,58,35,1
OBC,36,38,3,0
OBC,17,45,9,0
General,40,53,29,1
OBC,16,62,40,1
EWS,34,36,38,1
OBC,3,43,5,0
General,65,47,46,1
OBC,32,-8,0,0
OBC,36,5,44,0
General,31,43,14,0
SC,16,41,38,1
SC,3,59,40,1
General,73,35,21,1
General,37,56,26,1
General,37,48,29,1
General,41,42,51,1
General,34,3,33,0
General,33,38,40,1
SC,11,62,30,1
General,61,19,24,0
General,0,52,70,1
SC,46,37,10,1
General,57,24,36,1
General,33,14,24,0
OBC,29,29,26,0
General,-10,0,16,0
General,36,31,18,0
OBC,20,40,36,1
OBC,71,16,37,1
SC,72,23,82,1
ST,29,33,24,1
SC,-3,36,11,0
General,42,24,24,0
OBC,24,38,8,0
General,11,23,27,0
OBC,60,50,26,1
EWS,32,18,30,0
OBC,34,51,25,1
OBC,35,52,40,1
General,47,24,52,1
General,42,11,7,0
OBC,22,8,61,1
SC,60,17,27,1
SC,9,23,0,0
OBC,24,83,51,1
General,45,32,4,0
ST,57,21,48,1
OBC,33,38,4,0
General,24,23,13,0
OBC,0,52,-10,0
SC,7,43,29,1
OBC,100,60,30,1
EWS,9,46,34,0
General,36,-9,-10,0
ST,67,43,35,1
EWS,18,68,36,1
General,41,92,13,1
General,-10,40,50,0
SC,36,28,29,1
General,43,57,18,1
General,27,74,-10,0
General,41,19,33,0
SC,24,51,19,1
SC,70,50,61,1
SC,35,49,18,1
SC,11,38,56,1
General,40,35,26,0
General,56,15,14,0
General,35,82,24,1
OBC,8,39,52,1
SC,22,9,19,0
EWS,33,80,40,1
OBC,58,16,34,1
OBC,47,41,9,1
OBC,19,44,49,1
General,10,5,78,0
General,50,32,48,1
SC,56,3,41,1
OBC,68,0,48,1
OBC,10,38,-4,0
General,26,20,22,0
EWS,-10,36,16,0
OBC,65,-10,6,0
General,26,72,28,1
OBC,52,24,45,1
OBC,21,81,43,1
General,63,36,32,1
General,70,28,44,1
General,32,40,36,1
General,0,29,21,0
General,3,40,2,0
OBC,0,57,30,0
SC,42,14,50,1
SC,6,20,53,1
General,29,55,17,0
General,40,16,33,0
OBC,60,42,26,1
General,33,30,10,0
General,57,9,12,0
SC,35,31,0,1
General,22,32,14,0
ST,23,69,44,1
EWS,20,3,35,0
ST,54,29,53,1
General,35,61,29,1
OBC,15,82,25,1
General,72,11,8,0
OBC,47,77,22,1
OBC,65,20,15,1
ST,13,18,48,1
General,5,32,36,0
OBC,45,-10,43,0
SC,51,53,39,1
EWS,37,66,13,1
OBC,34,42,30,1
General,31,49,0,0
EWS,56,38,30,1
EWS,29,19,13,0
EWS,27,24,56,1
OBC,14,28,-1,0
General,29,42,-10,0
SC,87,50,29,1
OBC,35,18,29,0
General,19,17,39,0
OBC,15,33,29,0
ST,24,36,0,1
SC,54,36,32,1
OBC,43,16,36,1
OBC,34,30,3,0
OBC,38,36,18,1
OBC,28,69,42,1
General,66,15,38,1
General,20,42,43,1
General,43,29,13,0
General,28,35,25,0
OBC,16,53,13,0
OBC,26,56,19,1
OBC,38,58,71,1
EWS,34,76,32,1
EWS,18,36,15,0
OBC,35,71,0,1
OBC,71,60,22,1
General,59,44,27,1
SC,39,32,76,1
General,38,48,46,1
General,18,66,40,1
OBC,34,48,20,1
OBC,17,47,28,1
OBC,23,51,55,1
General,31,17,27,0
OBC,31,61,36,1
General,47,42,-1,0
OBC,25,12,24,0
General,50,18,58,1
General,21,46,24,0
SC,34,35,20,1
OBC,21,17,64,1
OBC,49,56,11,1
ST,47,19,27,1
General,35,59,35,1
ST,73,35,8,1
EWS,25,68,28,1
OBC,44,55,7,1
General,30,47,28,1
ST,41,21,27,1
General,48,54,74,1
General,45,4,40,0
General,57,33,41,1
OBC,65,35,33,1
EWS,28,53,6,0
OBC,18,2,15,0
OBC,0,31,30,0
ST,32,75,8,1
SC,41,28,31,1
SC,86,58,38,1
OBC,53,16,35,1
General,50,7,38,0
OBC,-8,27,21,0
OBC,9,53,31,1
General,2,39,48,0
OBC,12,33,37,0
General,69,28,3,0
General,44,41,48,1
OBC,54,55,30,1
OBC,34,38,32,1
General,25,41,30,0
General,23,20,37,0
General,43,28,43,1
ST,17,29,0,1
General,19,37,29,0
General,12,56,-10,0
EWS,71,38,21,1
General,22,30,30,0
General,59,0,25,0
OBC,5,10,29,0
SC,28,50,58,1
ST,78,2,20,1
SC,23,47,3,1
SC,43,44,-10,1
SC,27,48,17,1
OBC,61,67,28,1
EWS,67,25,52,1
OBC,47,52,45,1
SC,2,83,17,1
OBC,37,36,44,1
ST,31,27,11,1
General,32,22,36,0
General,34,2,25,0
OBC,34,52,9,1
OBC,-9,42,85,1
ST,32,70,54,1
SC,69,6,39,1
SC,16,-4,69,1
General,28,-3,36,0
General,9,61,44,1
OBC,20,51,54,1
OBC,39,100,16,1
EWS,47,52,13,1
OBC,54,36,30,1
OBC,28,33,37,1
General,63,20,28,1
General,24,61,39,1
SC,62,38,12,1
General,29,36,46,1
EWS,12,58,15,0
General,-4,15,24,0
ST,35,20,28,1
General,45,21,34,0
OBC,29,55,47,1
OBC,23,59,46,1
SC,54,-1,62,1
OBC,20,53,33,1
OBC,29,42,64,1
General,0,61,8,0
OBC,35,17,56,1
EWS,-10,14,62,0
OBC,46,60,-10,1
OBC,40,31,25,1
General,30,49,37,1
EWS,34,49,23,1
EWS,52,12,25,0
OBC,30,21,35,0
OBC,3,54,34,1
OBC,17,34,33,0
General,44,46,5,0
ST,43,38,21,1
OBC,24,60,21,1
General,37,39,18,0
OBC,35,55,28,1
OBC,29,8,22,0
General,18,90,41,1
OBC,34,61,44,1
General,48,35,26,1
General,37,5,39,0
OBC,21,56,62,1
OBC,31,57,54,1
ST,56,-7,6,1
General,13,12,45,0
OBC,43,35,-4,0
SC,19,35,13,1
General,22,29,38,0
General,31,21,5,0
SC,9,47,55,1
General,10,53,54,1
General,6,66,-10,0
OBC,7,75,38,1
General,49,85,36,1
General,45,-7,50,0
OBC,37,44,33,1
OBC,28,18,35,0
OBC,58,96,8,1
General,73,16,0,0
General,24,43,57,1
General,20,33,21,0
OBC,33,57,24,1
OBC,31,70,68,1
OBC,-10,55,6,0
OBC,-5,49,12,0
OBC,18,59,-5,0
General,80,49,29,1
OBC,6,18,33,0
General,16,65,42,1
OBC,55,88,45,1
General,32,64,19,1
OBC,12,47,27,0
OBC,34,83,11,1
OBC,12,15,56,0
General,27,29,20,0
General,41,56,40,1
General,47,47,46,1
OBC,-3,41,44,0
EWS,54,33,67,1
OBC,10,48,37,1
General,48,21,3,0
General,27,38,29,0
General,-3,57,11,0
OBC,21,25,61,1
OBC,57,41,10,1
EWS,32,56,46,1
OBC,55,69,14,1
EWS,33,53,22,1
SC,14,64,35,1
ST,58,35,22,1
EWS,48,33,23,1
SC,59,82,19,1
General,32,28,32,0
OBC,40,37,43,1
EWS,33,65,14,1
EWS,27,28,20,0
SC,13,40,31,1
OBC,59,25,18,1
General,32,55,57,1
OBC,31,11,52,1
EWS,54,61,32,1
General,45,32,17,0
ST,61,37,8,1
General,29,36,4,0
General,25,56,-6,0
General,31,34,10,0
OBC,51,15,50,1
OBC,40,49,61,1
SC,21,52,27,1
General,52,22,12,0
General,51,12,70,1
General,21,68,27,1
SC,4,1,43,0
General,54,19,6,0
OBC,25,18,18,0
General,57,33,33,1
OBC,45,64,63,1
General,39,26,20,0
OBC,32,9,34,0
OBC,36,55,41,1
ST,9,48,5,1
OBC,45,46,12,1
General,12,38,17,0
OBC,46,23,14,0
General,8,28,28,0
SC,57,51,39,1
General,14,25,42,0
EWS,59,38,24,1
OBC,50,13,22,0
General,19,62,57,1
OBC,41,28,12,0
General,69,39,23,1
General,27,54,6,0
OBC,39,51,25,1
EWS,46,44,-6,0
General,55,40,13,1
SC,18,48,50,1
EWS,39,13,53,1
ST,66,28,19,1
OBC,23,22,26,0
SC,51,11,29,1
SC,20,49,72,1
OBC,42,3,39,0
OBC,56,4,24,0
EWS,44,61,48,1
SC,28,62,70,1
OBC,27,52,34,1
OBC,31,47,47,1
General,13,5,17,0
SC,55,8,57,1
General,41,78,29,1
OBC,7,50,58,1
General,48,25,24,0
OBC,45,33,27,1
SC,52,32,34,1
OBC,37,53,14,1
ST,31,39,67,1
General,66,34,34,1
OBC,48,76,22,1
OBC,49,56,19,1
General,12,61,39,1
General,44,82,50,1
SC,27,30,36,1
General,22,27,21,0
EWS,42,45,32,1
EWS,5,47,40,1
EWS,47,6,36,0
OBC,45,16,12,0
SC,23,31,24,1
General,61,32,45,1
OBC,35,27,24,0
General,49,73,16,1
SC,8,73,58,1
EWS,23,34,41,1
ST,24,50,-10,1
EWS,50,33,21,1
General,34,94,-10,1
OBC,51,13,39,1
ST,41,48,36,1
SC,56,67,46,1
ST,20,50,-10,1
OBC,23,34,24,0
EWS,51,44,22,1
General,45,46,31,1
General,17,16,23,0
General,53,31,1,0
EWS,8,88,58,1
OBC,60,56,31,1
OBC,2,47,12,0
General,41,57,58,1
SC,24,47,39,1
OBC,57,60,36,1
EWS,40,2,28,0
OBC,24,65,-7,0
General,26,100,27,1
General,45,35,23,0
General,49,31,17,0
SC,44,-2,62,1
General,24,60,30,1
OBC,45,53,27,1
General,65,13,24,0
SC,25,62,14,1
OBC,75,17,22,1
SC,7,-10,26,0
General,25,39,0,0
EWS,31,36,7,0
OBC,83,31,62,1
General,20,24,18,0
General,45,59,22,1
General,19,62,41,1
ST,58,26,48,1
EWS,41,33,20,1
SC,42,35,49,1
SC,30,48,53,1
General,65,3,38,1
General,67,23,54,1
General,89,55,-6,1
OBC,70,39,0,1
OBC,39,19,46,1
General,48,78,20,1
General,32,77,50,1
OBC,12,0,32,0
General,2,48,-7,0
ST,54,62,34,1
OBC,36,29,21,0
General,12,34,33,0
ST,53,46,30,1
General,47,36,18,0
General,61,13,54,1
OBC,30,41,43,1
General,41,55,34,1
OBC,46,42,18,1
SC,40,37,14,1
OBC,44,75,28,1
OBC,32,48,-10,0
OBC,26,30,20,0
EWS,34,54,1,0
General,57,66,0,1
OBC,36,26,37,1
ST,12,75,29,1
OBC,27,49,46,1
OBC,43,38,29,1
General,53,11,31,0
OBC,30,61,0,1
SC,35,5,30,1
EWS,31,19,36,0
General,59,58,40,1
General,33,34,40,1
General,15,40,-3,0
General,37,31,31,0
General,19,50,26,0
EWS,76,36,48,1
OBC,24,55,11,1
General,22,31,-9,0
OBC,61,34,39,1
OBC,21,63,39,1
General,25,58,41,1
EWS,15,12,44,0
SC,43,19,31,1
General,36,-2,37,0
OBC,0,71,31,1
SC,8,32,9,0
General,59,40,52,1
General,8,77,35,1
General,16,49,20,0
General,26,38,38,0
OBC,60,5,9,0
General,38,27,6,0
General,24,26,28,0
General,44,-4,58,0
General,60,31,51,1
General,40,31,27,0
SC,2,63,26,1
SC,40,31,34,1
General,48,29,50,1
General,42,26,10,0
General,-10,25,24,0
ST,53,50,-1,1
SC,64,16,31,1
OBC,40,40,25,1
General,16,34,30,0
General,23,15,33,0
General,17,43,49,1
OBC,91,42,34,1
General,33,33,14,0
General,46,72,40,1
OBC,51,5,35,1
SC,23,0,4,0
OBC,33,13,47,1
General,66,66,9,1
OBC,70,-10,26,0
General,67,37,60,1
EWS,55,71,17,1
OBC,5,19,63,0
OBC,22,39,-5,0
OBC,29,64,28,1
OBC,33,26,55,1
OBC,2,28,9,0
SC,8,44,20,1
General,9,73,29,1
OBC,10,6,23,0
OBC,16,42,40,1
OBC,23,46,30,1
General,29,10,67,1
General,22,23,55,0
OBC,57,52,35,1
OBC,31,35,21,0
EWS,56,37,33,1
OBC,65,45,29,1
SC,28,50,34,1
General,35,46,5,0
General,13,26,27,0
General,58,46,35,1
OBC,29,16,48,1
OBC,29,32,33,1
General,39,58,57,1
SC,35,65,30,1
General,50,7,26,0
OBC,24,45,4,0
OBC,38,57,26,1
General,28,32,26,0
OBC,13,51,32,1
OBC,66,55,7,1
OBC,16,63,44,1
SC,35,15,18,1
General,50,83,28,1
SC,72,19,0,1
General,26,20,14,0
OBC,5,37,57,1
ST,33,44,56,1
OBC,33,45,0,0
General,46,41,20,1
SC,5,42,32,1
OBC,57,72,23,1
OBC,17,58,29,1
OBC,40,-10,7,0
EWS,36,59,0,1
ST,30,50,29,1
ST,17,42,27,1
General,17,6,32,0
OBC,42,42,35,1
OBC,21,65,-10,0
General,34,53,9,0
OBC,8,8,25,0
SC,44,5,28,1
General,14,31,46,0
OBC,38,73,49,1
EWS,29,21,26,0
OBC,-3,14,45,0
General,27,61,53,1
EWS,44,54,44,1
General,24,49,39,1
General,46,16,11,0
ST,48,5,56,1
OBC,11,65,20,1
General,28,65,30,1
OBC,78,38,17,1
OBC,39,10,43,1
OBC,20,27,6,0
SC,39,-10,15,0
General,29,48,20,0
SC,26,31,15,1
ST,-10,39,30,1
General,40,88,32,1
General,22,48,20,0
General,-2,69,41,1
General,51,39,28,1
OBC,19,42,36,1
General,44,24,46,1
SC,35,51,3,1
SC,2,83,-4,1
General,11,69,24,0
General,29,43,51,1
General,27,13,-1,0
OBC,47,7,50,1
EWS,42,63,28,1
SC,-4,19,-9,0
SC,63,18,52,1
OBC,17,34,27,0
General,25,52,15,0
General,53,23,45,1
General,13,62,9,0
General,57,48,4,1
General,21,53,44,1
General,51,40,30,1
General,40,-6,30,0
OBC,16,56,21,1
General,32,38,29,0
SC,18,75,28,1
General,19,47,28,0
General,61,47,31,1
OBC,41,29,61,1
OBC,14,-3,12,0
OBC,23,15,66,1
OBC,53,16,1,0
ST,25,40,36,1
General,43,72,10,1
OBC,31,49,22,1
General,47,18,49,1
OBC,23,10,24,0
OBC,22,45,66,1
General,23,47,38,1
OBC,59,14,-10,0
General,44,5,21,0
EWS,44,49,9,1
General,5,47,53,1
ST,64,42,42,1
ST,46,38,45,1
OBC,11,61,23,1
General,23,33,26,0
General,71,53,7,1
OBC,39,31,41,1
OBC,24,41,16,0
General,82,22,-2,0
OBC,37,44,24,1
SC,56,19,31,1
OBC,72,24,24,1
OBC,34,88,54,1
ST,28,38,40,1
General,28,29,36,0
SC,50,50,30,1
General,12,43,2,0
General,9,0,18,0
General,29,53,20,0
General,40,56,41,1
OBC,50,27,36,1
General,45,35,1,0
General,52,30,17,0
General,29,32,31,0
General,41,66,52,1
OBC,29,34,45,1
OBC,38,18,21,0
General,27,51,27,1
OBC,24,16,37,0
EWS,41,56,36,1
SC,62,39,34,1
OBC,31,36,29,1
OBC,40,34,18,1
OBC,17,23,27,0
OBC,56,48,25,1
SC,33,36,38,1
OBC,-2,2,50,0
OBC,15,7,27,0
General,80,19,70,1
OBC,32,50,14,1
SC,33,73,47,1
OBC,27,35,52,1
General,20,31,58,1
OBC,75,54,19,1
ST,9,46,23,1
OBC,51,53,44,1
General,8,47,15,0
OBC,-6,39,16,0
General,33,42,39,1
OBC,17,35,31,0
OBC,0,46,1,0
General,18,61,12,0
OBC,-10,-1,55,0
OBC,63,78,11,1
OBC,47,81,23,1
OBC,15,32,0,0
SC,36,49,56,1
EWS,23,56,-1,0
OBC,41,-1,20,0
SC,65,70,54,1
OBC,62,44,7,1
OBC,43,38,32,1
ST,8,25,47,1
OBC,40,24,25,0
General,67,7,42,1
OBC,41,56,14,1
General,37,38,15,0
SC,-6,41,68,1
General,25,34,41,0
OBC,30,55,21,1
OBC,23,69,24,1
OBC,-10,18,54,0
SC,9,63,54,1
ST,9,19,13,0
SC,18,89,51,1
ST,69,18,12,1
SC,51,13,39,1
OBC,38,68,-3,1
EWS,68,0,12,0
OBC,36,54,33,1
OBC,37,39,3,0
OBC,36,13,35,0
SC,49,36,16,1
OBC,4,50,-3,0
OBC,35,33,72,1
EWS,39,56,23,1
OBC,40,59,33,1
EWS,34,83,58,1
General,42,62,44,1
General,51,52,18,1
OBC,22,63,18,1
ST,34,52,11,1
General,49,11,25,0
OBC,23,50,59,1
EWS,42,45,69,1
OBC,70,29,38,1
SC,10,55,16,1
SC,38,24,14,1
OBC,32,65,21,1
OBC,9,25,51,0
General,29,20,9,0
General,40,39,49,1
General,40,98,10,1
General,5,-10,37,0
OBC,42,65,12,1
General,85,15,38,1
OBC,29,31,28,0
OBC,51,52,60,1
General,34,46,41,1
General,34,50,18,0
OBC,32,37,61,1
EWS,21,39,32,1
SC,55,26,40,1
OBC,37,22,20,0
OBC,40,43,56,1
OBC,86,57,35,1
General,19,56,23,0
EWS,26,56,-9,0
General,47,53,38,1
OBC,21,27,35,0
General,27,72,15,1
OBC,39,63,51,1
General,19,17,57,0
OBC,11,45,37,1
OBC,68,27,36,1
OBC,23,57,27,1
SC,57,7,41,1
EWS,61,63,48,1
General,39,24,30,0
OBC,24,62,48,1
SC,49,71,17,1
General,3,57,25,0
General,12,63,28,0
SC,40,32,-7,1
General,58,23,-10,0
EWS,47,37,34,1
OBC,19,37,18,0
SC,8,26,19,0
SC,46,45,3,1
OBC,73,30,32,1
General,23,60,29,1
OBC,50,30,33,1
OBC,38,71,23,1
General,5,23,53,0
OBC,48,52,34,1
OBC,28,47,46,1
General,42,71,81,1
General,13,11,12,0
General,23,22,14,0
OBC,31,40,42,1
General,26,59,54,1
General,47,61,50,1
OBC,13,40,19,0
General,41,62,11,1
EWS,25,71,30,1
General,2,25,12,0
General,39,9,18,0
General,21,41,46,1
ST,52,9,11,1
General,27,28,29,0
OBC,45,33,25,1
EWS,18,35,19,0
SC,54,44,21,1
OBC,40,9,18,0
SC,32,62,62,1
EWS,8,84,25,1
OBC,55,52,8,1
General,26,12,54,0
General,37,55,37,1
ST,27,40,-10,1
OBC,-4,51,45,1
OBC,46,49,6,1
EWS,27,50,40,1
OBC,26,77,16,1
OBC,57,19,43,1
OBC,24,21,-2,0
OBC,6,22,13,0
SC,34,60,23,1
SC,60,-7,13,1
General,41,55,-10,0
OBC,43,13,25,0
SC,59,16,38,1
OBC,37,50,40,1
ST,40,55,0,1
SC,28,23,25,1
General,37,35,2,0
General,-2,33,54,0
OBC,45,32,20,1
General,1,31,-10,0
General,42,41,42,1
OBC,33,0,21,0
EWS,-2,-10,22,0
SC,19,70,59,1
OBC,13,11,40,0
ST,54,47,37,1
General,39,19,47,1
General,53,50,13,1
